,hour,day,month,year,dayofweek
2659,09,23,9,2014,3
2660,21,2,10,2014,5
2661,22,2,10,2014,5
2662,11,1,10,2014,4
2663,13,4,10,2014,7
2664,16,3,10,2014,6
2665,12,3,10,2014,6
2666,00,5,10,2014,1
2667,02,12,7,2014,7
2668,13,4,8,2014,2
2669,19,13,10,2014,2
2670,22,7,8,2014,5
2671,10,13,7,2014,1
2672,13,12,10,2014,1
2673,19,4,8,2014,2
2674,07,7,8,2014,5
2675,14,11,7,2014,6
2676,19,8,10,2014,4
2677,14,4,8,2014,2
2678,02,17,8,2014,1
2679,21,13,7,2014,1
2680,10,14,10,2014,3
2681,13,4,8,2014,2
2682,19,14,8,2014,5
2683,21,13,7,2014,1
2684,17,23,7,2014,4
2685,13,4,8,2014,2
2686,14,2,8,2014,7
2687,02,5,8,2014,3
2688,12,5,8,2014,3
2689,10,5,8,2014,3
2690,23,1,8,2014,6
2691,19,3,8,2014,1
2692,14,5,8,2014,3
2693,14,5,8,2014,3
2694,09,6,8,2014,4
2695,19,23,7,2014,4
2696,21,6,8,2014,4
2697,19,6,8,2014,4
2698,19,5,8,2014,3
2699,19,5,8,2014,3
2700,22,2,8,2014,7
2701,22,2,8,2014,7
2702,16,6,8,2014,4
2703,14,6,8,2014,4
2704,23,5,8,2014,3
2705,08,7,8,2014,5
2706,20,5,8,2014,3
2707,12,5,8,2014,3
2708,14,7,8,2014,5
2709,17,6,8,2014,4
2710,20,7,8,2014,5
2711,12,6,8,2014,4
2712,11,7,8,2014,5
2713,08,8,8,2014,6
2714,22,8,8,2014,6
2715,22,5,8,2014,3
2716,23,7,8,2014,5
2717,15,8,8,2014,6
2718,17,3,8,2014,1
2719,10,8,8,2014,6
2720,11,8,8,2014,6
2721,00,9,8,2014,7
2722,23,6,8,2014,4
2723,21,8,8,2014,6
2724,16,4,8,2014,2
2725,19,2,8,2014,7
2726,08,12,8,2014,3
2727,14,11,8,2014,2
2728,00,13,8,2014,4
2729,16,10,8,2014,1
2730,11,13,8,2014,4
2731,12,9,8,2014,7
2732,20,9,8,2014,7
2733,12,2,8,2014,7
2734,12,10,8,2014,1
2735,02,10,8,2014,1
2736,20,10,8,2014,1
2737,00,10,8,2014,1
2738,11,10,8,2014,1
2739,09,11,8,2014,2
2740,10,11,8,2014,2
2741,20,17,7,2014,5
2742,17,8,8,2014,6
2743,17,10,8,2014,1
2744,22,10,8,2014,1
2745,17,11,8,2014,2
2746,17,11,8,2014,2
2747,17,4,8,2014,2
2748,13,11,8,2014,2
2749,10,11,8,2014,2
2750,18,14,8,2014,5
2751,21,13,8,2014,4
2752,23,16,8,2014,7
2753,00,9,8,2014,7
2754,09,11,8,2014,2
2755,21,12,8,2014,3
2756,15,13,8,2014,4
2757,13,13,8,2014,4
2758,21,10,8,2014,1
2759,08,13,8,2014,4
2760,22,13,8,2014,4
2761,15,17,8,2014,1
2762,10,24,7,2014,5
2763,09,14,10,2014,3
2764,02,14,8,2014,5
2765,01,14,7,2014,2
2766,06,14,8,2014,5
2767,18,14,10,2014,3
2768,20,13,8,2014,4
2769,20,15,10,2014,4
2770,23,14,8,2014,5
2771,19,7,10,2014,3
2772,15,15,8,2014,6
2773,20,13,7,2014,1
2774,14,16,10,2014,5
2775,18,16,10,2014,5
2776,17,11,10,2014,7
2777,19,16,10,2014,5
2778,19,16,10,2014,5
2779,13,13,10,2014,2
2780,17,17,10,2014,6
2781,16,17,10,2014,6
2782,23,17,10,2014,6
2783,22,11,10,2014,7
2784,11,18,10,2014,7
2785,09,19,10,2014,1
2786,22,12,10,2014,1
2787,22,12,10,2014,1
2788,05,18,10,2014,7
2789,17,19,10,2014,1
2790,16,11,10,2014,7
2791,13,19,10,2014,1
2792,20,7,10,2014,3
2793,10,5,10,2014,1
2794,12,22,10,2014,4
2795,12,23,10,2014,5
2796,17,21,10,2014,3
2797,18,23,10,2014,5
2798,08,1,10,2014,4
2799,11,23,10,2014,5
2800,18,23,10,2014,5
2801,12,23,10,2014,5
2802,22,22,10,2014,4
2803,21,23,10,2014,5
2804,11,25,10,2014,7
2805,13,25,10,2014,7
2806,18,16,10,2014,5
2807,10,25,10,2014,7
2808,12,23,10,2014,5
2809,19,27,10,2014,2
2810,17,27,10,2014,2
2811,14,25,10,2014,7
2812,08,22,10,2014,4
2813,00,26,10,2014,1
2814,18,28,10,2014,3
2815,08,29,10,2014,4
2816,19,29,10,2014,4
2817,13,30,10,2014,5
2818,17,30,10,2014,5
2819,10,27,10,2014,2
2820,10,27,10,2014,2
2821,13,24,10,2014,6
2822,16,26,10,2014,1
2823,14,25,10,2014,7
2824,00,2,10,2014,5
2825,00,2,10,2014,5
2826,00,12,10,2014,1
2827,20,30,10,2014,5
2828,08,3,11,2014,2
2829,13,3,11,2014,2
2830,12,11,10,2014,7
2831,08,21,10,2014,3
2832,21,5,11,2014,4
2833,14,27,10,2014,2
2834,23,4,9,2014,5
2835,17,5,11,2014,4
2836,12,21,10,2014,3
2837,21,5,11,2014,4
2838,18,7,11,2014,6
2839,12,7,11,2014,6
2840,19,10,11,2014,2
2841,12,7,11,2014,6
2842,21,10,11,2014,2
2843,17,25,10,2014,7
2844,08,11,11,2014,3
2845,21,11,11,2014,3
2846,09,12,7,2014,7
2847,11,10,8,2014,1
2848,18,11,7,2014,6
2849,05,11,7,2014,6
2850,15,15,8,2014,6
2851,00,14,7,2014,2
2852,10,11,7,2014,6
2853,18,18,8,2014,2
2854,08,14,7,2014,2
2855,20,18,8,2014,2
2856,07,14,7,2014,2
2857,09,19,8,2014,3
2858,15,14,7,2014,2
2859,07,15,8,2014,6
2860,18,15,8,2014,6
2861,16,19,6,2014,5
2862,18,15,8,2014,6
2863,00,15,8,2014,6
2864,00,29,7,2014,3
2865,07,18,8,2014,2
2866,17,18,8,2014,2
2867,23,14,8,2014,5
2868,15,16,8,2014,7
2869,15,16,8,2014,7
2870,21,15,8,2014,6
2871,00,17,8,2014,1
2872,16,17,8,2014,1
2873,08,20,8,2014,4
2874,17,20,8,2014,4
2875,10,18,8,2014,2
2876,15,22,7,2014,3
2877,12,9,8,2014,7
2878,17,15,8,2014,6
2879,08,18,8,2014,2
2880,06,2,8,2014,7
2881,14,10,8,2014,1
2882,14,17,8,2014,1
2883,20,15,8,2014,6
2884,16,8,8,2014,6
2885,17,18,8,2014,2
2886,10,16,8,2014,7
2887,10,15,8,2014,6
2888,10,19,8,2014,3
2889,08,15,8,2014,6
2890,17,7,8,2014,5
2891,23,16,8,2014,7
2892,15,7,8,2014,5
2893,19,17,8,2014,1
2894,12,20,8,2014,4
2895,15,20,8,2014,4
2896,16,20,8,2014,4
2897,20,20,8,2014,4
2898,10,20,8,2014,4
2899,04,21,8,2014,5
2900,14,20,8,2014,4
2901,03,21,8,2014,5
2902,21,20,8,2014,4
2903,21,20,8,2014,4
2904,15,20,8,2014,4
2905,01,19,7,2014,7
2906,17,20,8,2014,4
2907,23,20,8,2014,4
2908,12,18,8,2014,2
2909,12,21,8,2014,5
2910,15,9,8,2014,7
2911,19,21,8,2014,5
2912,14,21,8,2014,5
2913,16,14,8,2014,5
2914,16,20,8,2014,4
2915,19,17,8,2014,1
2916,15,20,8,2014,4
2917,10,20,8,2014,4
2918,10,20,8,2014,4
2919,01,28,6,2014,7
2920,09,22,8,2014,6
2921,20,22,8,2014,6
2922,16,15,8,2014,6
2923,13,17,8,2014,1
2924,08,14,8,2014,5
2925,23,22,8,2014,6
2926,14,23,8,2014,7
2927,02,23,8,2014,7
2928,02,23,8,2014,7
2929,02,23,8,2014,7
2930,10,21,8,2014,5
2931,11,24,8,2014,1
2932,20,22,8,2014,6
2933,12,23,8,2014,7
2934,01,23,8,2014,7
2935,01,23,8,2014,7
2936,08,8,8,2014,6
2937,21,14,7,2014,2
2938,20,14,7,2014,2
2939,21,12,7,2014,7
2940,21,2,7,2014,4
2941,19,14,7,2014,2
2942,09,14,7,2014,2
2943,10,14,7,2014,2
2944,21,11,7,2014,6
2945,17,9,7,2014,4
2946,23,12,7,2014,7
2947,07,15,7,2014,3
2948,15,13,7,2014,1
2949,06,12,7,2014,7
2950,00,1,7,2014,3
2951,22,14,7,2014,2
2952,20,15,7,2014,3
2953,17,15,7,2014,3
2954,09,15,7,2014,3
2955,02,11,7,2014,6
2956,12,15,7,2014,3
2957,21,15,7,2014,3
2958,13,16,7,2014,4
2959,20,9,6,2014,2
2960,20,16,7,2014,4
2961,08,15,7,2014,3
2962,02,17,7,2014,5
2963,09,16,7,2014,4
2964,23,16,7,2014,4
2965,13,17,7,2014,5
2966,08,17,7,2014,5
2967,13,17,7,2014,5
2968,15,16,7,2014,4
2969,10,19,7,2014,7
2970,20,18,7,2014,6
2971,00,16,7,2014,4
2972,05,17,7,2014,5
2973,08,17,7,2014,5
2974,13,18,7,2014,6
2975,09,18,7,2014,6
2976,19,18,7,2014,6
2977,17,18,7,2014,6
2978,13,18,7,2014,6
2979,09,17,7,2014,5
2980,21,17,7,2014,5
2981,12,18,7,2014,6
2982,11,19,7,2014,7
2983,04,13,7,2014,1
2984,08,18,7,2014,6
2985,00,18,7,2014,6
2986,08,18,7,2014,6
2987,15,15,7,2014,3
2988,18,16,7,2014,4
2989,12,19,7,2014,7
2990,07,16,7,2014,4
2991,22,19,7,2014,7
2992,00,20,7,2014,1
2993,01,11,7,2014,6
2994,13,20,7,2014,1
2995,01,20,7,2014,1
2996,14,20,7,2014,1
2997,23,19,7,2014,7
2998,16,18,7,2014,6
2999,12,20,7,2014,1
3000,02,3,7,2015,6
3001,22,4,9,2015,6
3002,22,2,7,2015,5
3003,23,4,9,2015,6
3004,23,4,9,2015,6
3005,08,5,3,2015,5
3006,13,19,6,2015,6
3007,00,5,9,2015,7
3008,01,17,8,2015,2
3009,21,9,8,2015,1
3010,21,1,9,2015,3
3011,00,28,8,2015,6
3012,08,7,9,2015,2
3013,15,6,9,2015,1
3014,13,2,9,2015,4
3015,15,3,9,2015,5
3016,20,2,9,2015,4
3017,20,2,9,2015,4
3018,21,4,9,2015,6
3019,19,2,9,2015,4
3020,19,2,9,2015,4
3021,18,4,9,2015,6
3022,10,3,9,2015,5
3023,10,3,9,2015,5
3024,17,1,9,2015,3
3025,16,10,11,2015,3
3026,13,2,9,2015,4
3027,23,7,9,2015,2
3028,09,3,9,2015,5
3029,23,15,7,2015,4
3030,22,8,9,2015,3
3031,17,8,9,2015,3
3032,04,9,9,2015,4
3033,09,9,9,2015,4
3034,03,9,9,2015,4
3035,23,8,9,2015,3
3036,20,9,9,2015,4
3037,12,4,9,2015,6
3038,09,10,9,2015,5
3039,08,9,9,2015,4
3040,15,9,9,2015,4
3041,13,9,9,2015,4
3042,18,5,9,2015,7
3043,20,5,9,2015,7
3044,18,10,9,2015,5
3045,18,10,9,2015,5
3046,16,10,9,2015,5
3047,03,11,9,2015,6
3048,03,11,9,2015,6
3049,17,4,9,2015,6
3050,12,29,8,2015,7
3051,14,9,9,2015,4
3052,20,13,9,2015,1
3053,22,7,9,2015,2
3054,14,17,9,2015,5
3055,14,10,9,2015,5
3056,08,16,9,2015,4
3057,22,14,9,2015,2
3058,23,14,9,2015,2
3059,10,11,9,2015,6
3060,09,7,9,2015,2
3061,00,1,9,2015,3
3062,00,6,9,2015,1
3063,13,11,9,2015,6
3064,16,11,9,2015,6
3065,17,15,9,2015,3
3066,14,16,9,2015,4
3067,22,13,9,2015,1
3068,10,11,9,2015,6
3069,03,16,9,2015,4
3070,08,15,9,2015,3
3071,14,17,9,2015,5
3072,17,17,9,2015,5
3073,10,17,9,2015,5
3074,17,17,9,2015,5
3075,01,18,9,2015,6
3076,01,18,9,2015,6
3077,01,18,9,2015,6
3078,22,17,9,2015,5
3079,13,18,9,2015,6
3080,17,16,9,2015,4
3081,14,16,9,2015,4
3082,20,19,9,2015,7
3083,17,10,9,2015,5
3084,14,16,9,2015,4
3085,22,16,9,2015,4
3086,14,19,9,2015,7
3087,20,19,9,2015,7
3088,08,20,9,2015,1
3089,12,26,8,2015,4
3090,16,20,9,2015,1
3091,16,20,9,2015,1
3092,16,19,9,2015,7
3093,18,15,9,2015,3
3094,16,20,9,2015,1
3095,20,30,7,2015,5
3096,17,10,9,2015,5
3097,16,21,9,2015,2
3098,22,3,9,2015,5
3099,18,18,9,2015,6
3100,23,21,9,2015,2
3101,05,22,9,2015,3
3102,15,22,9,2015,3
3103,06,23,9,2015,4
3104,11,27,5,2015,4
3105,09,21,9,2015,2
3106,13,17,8,2015,2
3107,00,19,6,2015,6
3108,12,26,6,2015,6
3109,14,16,8,2015,1
3110,22,16,7,2015,5
3111,18,19,6,2015,6
3112,22,2,7,2015,5
3113,23,16,8,2015,1
3114,14,4,11,2015,4
3115,13,17,8,2015,2
3116,15,3,7,2015,6
3117,11,18,6,2015,5
3118,00,17,7,2015,6
3119,20,9,11,2015,2
3120,17,21,9,2015,2
3121,06,17,8,2015,2
3122,07,29,7,2015,4
3123,22,14,10,2015,4
3124,10,3,7,2015,6
3125,20,3,7,2015,6
3126,16,3,7,2015,6
3127,23,3,7,2015,6
3128,22,3,7,2015,6
3129,22,3,7,2015,6
3130,22,3,7,2015,6
3131,22,3,7,2015,6
3132,18,30,6,2015,3
3133,12,4,7,2015,7
3134,20,3,7,2015,6
3135,15,3,7,2015,6
3136,00,4,7,2015,7
3137,00,1,3,2015,1
3138,03,4,7,2015,7
3139,03,4,7,2015,7
3140,00,5,7,2015,1
3141,08,22,5,2015,6
3142,08,1,7,2015,4
3143,15,5,7,2015,1
3144,19,5,7,2015,1
3145,20,5,7,2015,1
3146,20,5,7,2015,1
3147,07,6,7,2015,2
3148,07,6,7,2015,2
3149,00,6,7,2015,2
3150,17,2,7,2015,5
3151,17,2,7,2015,5
3152,17,2,7,2015,5
3153,11,5,7,2015,1
3154,00,7,7,2015,3
3155,23,4,7,2015,7
3156,17,5,7,2015,1
3157,15,7,7,2015,3
3158,18,1,7,2015,4
3159,23,6,7,2015,2
3160,23,6,7,2015,2
3161,15,20,6,2015,7
3162,17,6,7,2015,2
3163,23,29,6,2015,2
3164,16,8,7,2015,4
3165,20,4,7,2015,7
3166,20,4,7,2015,7
3167,20,4,7,2015,7
3168,19,8,7,2015,4
3169,10,9,7,2015,5
3170,00,1,7,2014,3
3171,20,7,7,2015,3
3172,11,10,7,2015,6
3173,21,8,7,2015,4
3174,16,8,7,2015,4
3175,16,10,7,2015,6
3176,07,10,7,2015,6
3177,16,8,7,2015,4
3178,23,10,7,2015,6
3179,19,10,7,2015,6
3180,19,11,7,2015,7
3181,19,12,7,2015,1
3182,22,11,7,2015,7
3183,01,13,7,2015,2
3184,01,13,7,2015,2
3185,13,12,7,2015,1
3186,21,12,7,2015,1
3187,21,12,7,2015,1
3188,12,10,7,2015,6
3189,14,13,7,2015,2
3190,14,13,7,2015,2
3191,18,12,7,2015,1
3192,15,13,7,2015,2
3193,20,13,7,2015,2
3194,22,13,7,2015,2
3195,12,14,7,2015,3
3196,20,14,7,2015,3
3197,22,8,7,2015,4
3198,16,14,7,2015,3
3199,16,9,7,2015,5
3200,14,14,7,2015,3
3201,14,14,7,2015,3
3202,14,14,7,2015,3
3203,09,15,7,2015,4
3204,22,14,7,2015,3
3205,15,14,7,2015,3
3206,18,19,1,2015,2
3207,07,15,7,2015,4
3208,21,15,7,2015,4
3209,20,10,7,2015,6
3210,18,15,7,2015,4
3211,16,14,7,2015,3
3212,06,16,7,2015,5
3213,08,7,7,2015,3
3214,14,16,7,2015,5
3215,21,14,7,2015,3
3216,20,15,7,2015,4
3217,12,16,7,2015,5
3218,00,6,11,2015,6
3219,17,6,10,2015,3
3220,23,28,7,2015,3
3221,18,6,7,2015,2
3222,23,19,6,2015,6
3223,00,26,7,2015,1
3224,00,13,8,2015,5
3225,21,18,10,2015,1
3226,11,23,10,2015,6
3227,08,6,11,2015,6
3228,11,23,9,2015,4
3229,14,19,6,2015,6
3230,15,13,8,2015,5
3231,15,19,10,2015,2
3232,09,17,7,2015,6
3233,09,30,10,2015,6
3234,19,23,7,2015,5
3235,11,23,9,2015,4
3236,16,13,6,2015,7
3237,19,13,8,2015,5
3238,20,19,10,2015,2
3239,20,18,10,2015,1
3240,09,19,10,2015,2
3241,17,20,10,2015,3
3242,12,18,10,2015,1
3243,22,20,10,2015,3
3244,02,14,10,2015,4
3245,21,16,10,2015,6
3246,18,19,10,2015,2
3247,18,19,10,2015,2
3248,18,19,10,2015,2
3249,15,21,10,2015,4
3250,18,21,10,2015,4
3251,23,16,10,2015,6
3252,08,21,10,2015,4
3253,08,21,10,2015,4
3254,23,15,10,2015,5
3255,14,22,10,2015,5
3256,20,22,10,2015,5
3257,16,21,10,2015,4
3258,15,15,10,2015,5
3259,15,15,10,2015,5
3260,15,15,10,2015,5
3261,09,11,10,2015,1
3262,00,12,10,2015,2
3263,00,12,10,2015,2
3264,18,22,10,2015,5
3265,19,24,10,2015,7
3266,00,25,10,2015,1
3267,06,25,10,2015,1
3268,16,25,10,2015,1
3269,18,23,10,2015,6
3270,00,15,9,2015,3
3271,11,26,10,2015,2
3272,00,27,10,2015,3
3273,15,26,10,2015,2
3274,20,24,10,2015,7
3275,00,20,10,2015,3
3276,17,27,10,2015,3
3277,17,27,10,2015,3
3278,01,27,10,2015,3
3279,21,27,10,2015,3
3280,08,28,10,2015,4
3281,20,28,10,2015,4
3282,18,25,10,2015,1
3283,00,1,9,2015,3
3284,06,29,10,2015,5
3285,14,29,10,2015,5
3286,19,20,10,2015,3
3287,18,30,10,2015,6
3288,19,30,10,2015,6
3289,00,25,10,2015,1
3290,11,3,10,2015,7
3291,16,29,10,2015,5
3292,10,30,10,2015,6
3293,12,1,11,2015,1
3294,23,30,10,2015,6
3295,20,1,11,2015,1
3296,14,31,1,2015,7
3297,21,30,10,2015,6
3298,17,30,10,2015,6
3299,19,9,10,2015,6
3300,09,14,10,2015,4
3301,09,11,10,2015,1
3302,08,3,11,2015,3
3303,22,31,1,2015,7
3304,22,31,1,2015,7
3305,12,4,11,2015,4
3306,12,4,11,2015,4
3307,12,1,11,2015,1
3308,13,3,11,2015,3
3309,22,2,11,2015,2
3310,11,4,11,2015,4
3311,22,6,11,2015,6
3312,05,6,11,2015,6
3313,11,2,11,2015,2
3314,01,2,2,2015,2
3315,07,6,11,2015,6
3316,01,18,10,2015,1
3317,22,6,11,2015,6
3318,12,6,10,2015,3
3319,16,7,11,2015,7
3320,13,8,11,2015,1
3321,18,8,11,2015,1
3322,09,8,10,2015,5
3323,19,8,11,2015,1
3324,08,9,11,2015,2
3325,09,6,11,2015,6
3326,12,7,11,2015,7
3327,23,11,10,2015,1
3328,23,11,10,2015,1
3329,23,9,11,2015,2
3330,13,9,11,2015,2
3331,13,9,11,2015,2
3332,03,11,11,2015,4
3333,14,10,11,2015,3
3334,18,20,6,2015,7
3335,19,23,7,2015,5
3336,19,23,9,2015,4
3337,17,29,7,2015,4
3338,09,17,7,2015,6
3339,22,20,6,2015,7
3340,00,1,11,2014,7
3341,09,30,10,2015,6
3342,16,20,6,2015,7
3343,10,26,1,2015,2
3344,10,17,7,2015,6
3345,10,18,8,2015,3
3346,10,13,11,2015,6
3347,18,29,7,2015,4
3348,22,20,6,2015,7
3349,17,15,9,2015,3
3350,19,16,7,2015,5
3351,13,10,12,2015,5
3352,22,8,8,2015,7
3353,21,18,8,2015,3
3354,11,10,8,2015,2
3355,16,14,8,2015,6
3356,11,19,8,2015,4
3357,13,19,8,2015,4
3358,20,21,7,2015,3
3359,20,21,7,2015,3
3360,00,20,8,2015,5
3361,15,10,8,2015,2
3362,15,19,8,2015,4
3363,14,15,8,2015,7
3364,09,14,8,2015,6
3365,21,15,8,2015,7
3366,14,16,8,2015,1
3367,18,18,8,2015,3
3368,14,20,8,2015,5
3369,06,21,8,2015,6
3370,13,19,8,2015,4
3371,12,10,8,2015,2
3372,10,21,8,2015,6
3373,10,21,8,2015,6
3374,23,20,6,2015,7
3375,15,21,8,2015,6
3376,20,21,8,2015,6
3377,21,21,8,2015,6
3378,12,30,7,2015,5
3379,12,30,7,2015,5
3380,17,18,8,2015,3
3381,12,23,8,2015,1
3382,12,23,8,2015,1
3383,14,18,8,2015,3
3384,13,15,8,2015,7
3385,10,21,8,2015,6
3386,09,24,8,2015,2
3387,17,24,8,2015,2
3388,16,21,8,2015,6
3389,02,22,8,2015,7
3390,14,19,8,2015,4
3391,22,14,8,2015,6
3392,12,25,8,2015,3
3393,16,2,8,2015,1
3394,15,25,8,2015,3
3395,08,25,8,2015,3
3396,09,17,8,2015,2
3397,12,26,8,2015,4
3398,15,22,8,2015,7
3399,01,25,8,2015,3
3400,13,27,8,2015,5
3401,13,27,8,2015,5
3402,14,23,8,2015,1
3403,10,28,8,2015,6
3404,10,28,8,2015,6
3405,10,28,8,2015,6
3406,10,28,8,2015,6
3407,23,27,8,2015,5
3408,22,28,8,2015,6
3409,22,28,8,2015,6
3410,18,21,8,2015,6
3411,15,27,8,2015,5
3412,12,29,8,2015,7
3413,09,8,8,2015,7
3414,16,29,8,2015,7
3415,16,29,8,2015,7
3416,20,23,8,2015,1
3417,16,25,8,2015,3
3418,20,19,8,2015,4
3419,20,26,8,2015,4
3420,13,31,8,2015,2
3421,22,28,8,2015,6
3422,23,31,8,2015,2
3423,14,27,8,2015,5
3424,14,28,8,2015,6
3425,10,26,1,2015,2
3426,16,1,9,2015,3
3427,16,27,8,2015,5
3428,17,28,8,2015,6
3429,03,2,9,2015,4
3430,03,2,9,2015,4
3431,18,17,8,2015,2
3432,11,2,9,2015,4
3433,11,2,9,2015,4
3434,22,2,9,2015,4
3435,11,2,9,2015,4
3436,13,15,8,2015,7
3437,00,30,8,2015,1
3438,22,14,8,2015,6
3439,20,3,9,2015,5
3440,16,3,9,2015,5
3441,07,11,9,2015,6
3442,20,29,7,2015,4
3443,18,21,6,2015,1
3444,05,17,7,2015,6
3445,00,30,7,2015,5
3446,10,21,6,2015,1
3447,01,12,12,2015,7
3448,17,15,9,2015,3
3449,02,13,11,2015,6
3450,06,16,7,2015,5
3451,22,21,6,2015,1
3452,11,13,11,2015,6
3453,13,16,7,2015,5
3454,08,30,7,2015,5
3455,20,23,9,2015,4
3456,11,13,12,2015,1
3457,06,22,6,2015,2
3458,11,13,11,2015,6
3459,09,17,7,2015,6
3460,18,27,7,2015,2
3461,15,16,9,2015,4
3462,08,29,11,2015,1
3463,23,21,6,2015,1
3464,18,11,11,2015,4
3465,17,16,7,2015,5
3466,12,16,7,2015,5
3467,17,15,7,2015,4
3468,19,18,7,2015,7
3469,15,1,6,2015,2
3470,13,19,7,2015,1
3471,15,19,7,2015,1
3472,08,21,1,2015,4
3473,21,19,7,2015,1
3474,21,12,7,2015,1
3475,21,25,7,2015,7
3476,21,25,7,2015,7
3477,17,19,7,2015,1
3478,12,20,7,2015,2
3479,03,19,7,2015,1
3480,15,17,7,2015,6
3481,16,20,7,2015,2
3482,15,20,7,2015,2
3483,07,20,7,2015,2
3484,17,20,7,2015,2
3485,16,20,7,2015,2
3486,02,20,7,2015,2
3487,01,30,6,2015,3
3488,01,30,6,2015,3
3489,01,30,6,2015,3
3490,00,15,7,2015,4
3491,00,15,7,2015,4
3492,12,5,4,2015,1
3493,05,17,7,2015,6
3494,13,21,7,2015,3
3495,18,21,7,2015,3
3496,14,21,7,2015,3
3497,18,21,7,2015,3
3498,18,21,7,2015,3
3499,08,18,7,2015,7
3500,00,21,7,2015,3
3501,19,14,7,2015,3
3502,19,14,7,2015,3
3503,21,21,7,2015,3
3504,11,14,7,2015,3
3505,11,22,7,2015,4
3506,12,22,7,2015,4
3507,20,22,7,2015,4
3508,20,22,7,2015,4
3509,15,17,1,2015,7
3510,16,20,7,2015,2
3511,01,23,7,2015,5
3512,10,3,7,2015,6
3513,09,23,7,2015,5
3514,02,19,7,2015,1
3515,12,23,7,2015,5
3516,21,23,7,2015,5
3517,17,23,7,2015,5
3518,19,11,7,2015,7
3519,00,1,3,2015,1
3520,09,23,7,2015,5
3521,17,21,7,2015,3
3522,18,20,7,2015,2
3523,16,24,7,2015,6
3524,02,24,7,2015,6
3525,14,25,7,2015,7
3526,01,25,7,2015,7
3527,14,11,7,2015,7
3528,12,25,7,2014,6
3529,09,19,7,2015,1
3530,18,25,7,2015,7
3531,21,24,7,2015,6
3532,05,20,7,2015,2
3533,12,26,7,2015,1
3534,12,26,7,2015,1
3535,12,25,7,2015,7
3536,14,26,7,2015,1
3537,13,26,7,2015,1
3538,02,27,7,2015,2
3539,14,19,7,2015,1
3540,12,27,7,2015,2
3541,14,25,7,2015,7
3542,14,24,7,2015,6
3543,16,23,7,2015,5
3544,08,27,7,2015,2
3545,16,27,7,2015,2
3546,17,22,7,2015,4
3547,07,28,7,2015,3
3548,21,20,7,2015,2
3549,16,24,7,2015,6
3550,21,16,1,2015,6
3551,18,1,9,2014,2
3552,22,20,7,2015,2
3553,15,24,9,2015,5
3554,16,19,6,2015,6
3555,22,13,11,2015,6
3556,11,30,7,2015,5
3557,10,25,9,2015,6
3558,16,19,6,2015,6
3559,22,13,11,2015,6
3560,09,16,11,2015,2
3561,10,21,6,2015,1
3562,10,25,9,2015,6
3563,00,14,11,2015,7
3564,13,14,12,2015,2
3565,18,21,6,2015,1
3566,13,25,9,2015,6
3567,12,14,11,2015,7
3568,23,29,7,2015,4
3569,01,5,2,2015,5
3570,15,18,6,2015,5
3571,16,9,11,2015,2
3572,16,25,9,2015,6
3573,19,30,7,2015,5
3574,12,26,11,2015,5
3575,22,21,6,2015,1
3576,18,21,6,2015,1
3577,15,22,6,2015,2
3578,17,7,6,2015,1
3579,13,16,6,2015,3
3580,00,18,6,2015,5
3581,21,19,6,2015,6
3582,18,19,5,2015,3
3583,18,19,5,2015,3
3584,21,18,6,2015,5
3585,21,18,6,2015,5
3586,08,23,6,2015,3
3587,14,20,6,2015,7
3588,14,20,6,2015,7
3589,15,23,6,2015,3
3590,18,23,6,2015,3
3591,21,23,6,2015,3
3592,03,24,6,2015,4
3593,10,1,6,2015,2
3594,10,1,6,2015,2
3595,15,24,6,2015,4
3596,15,24,6,2015,4
3597,19,23,6,2015,3
3598,17,21,6,2015,1
3599,20,23,6,2015,3
3600,22,24,6,2015,4
3601,20,24,6,2015,4
3602,12,17,6,2015,4
3603,09,25,6,2015,5
3604,23,17,1,2015,7
3605,21,24,6,2015,4
3606,13,25,6,2015,5
3607,22,19,6,2015,6
3608,20,24,6,2015,4
3609,09,31,12,2014,4
3610,19,25,6,2015,5
3611,15,25,6,2015,5
3612,03,26,6,2015,6
3613,07,25,6,2015,5
3614,18,24,6,2015,4
3615,11,26,6,2015,6
3616,14,26,6,2015,6
3617,14,26,6,2015,6
3618,15,26,6,2015,6
3619,00,2,1,2015,6
3620,19,26,6,2015,6
3621,19,26,6,2015,6
3622,11,27,6,2015,7
3623,18,26,6,2015,6
3624,19,26,6,2015,6
3625,21,23,6,2015,3
3626,21,24,6,2015,4
3627,08,26,6,2015,6
3628,18,2,1,2015,6
3629,21,28,6,2015,1
3630,21,28,6,2015,1
3631,21,28,6,2015,1
3632,16,25,6,2015,5
3633,20,25,6,2015,5
3634,13,29,6,2015,2
3635,20,26,6,2015,6
3636,10,29,6,2015,2
3637,22,29,6,2015,2
3638,01,29,6,2015,2
3639,19,29,6,2015,2
3640,18,29,6,2015,2
3641,01,30,6,2015,3
3642,22,29,6,2015,2
3643,00,30,6,2015,3
3644,18,30,6,2015,3
3645,18,30,6,2015,3
3646,18,30,6,2015,3
3647,14,30,6,2015,3
3648,14,1,7,2015,4
3649,11,1,7,2015,4
3650,06,2,7,2015,5
3651,13,2,7,2015,5
3652,08,2,7,2015,5
3653,02,3,7,2015,6
3654,13,25,9,2015,6
3655,16,2,11,2015,2
3656,12,24,6,2015,4
